Home,Away,Outcome,Odd_1,Odd_X,Odd_2,anno
Atalanta,Lazio,X,1.96,3.87,3.56,2021
Napoli,Bologna,1,1.24,6.29,11.78,2021
Cagliari,Roma,2,6.41,4.54,1.49,2021
Empoli,Inter,2,6.81,5.01,1.42,2021
Lazio,Fiorentina,1,1.83,3.69,4.28,2021
Juventus,Sassuolo,2,1.41,4.91,7.24,2021
Sampdoria,Atalanta,2,4.19,3.89,1.8,2021
Udinese,Verona,X,2.38,3.18,3.16,2021
Milan,Torino,1,1.63,3.86,5.59,2021
Spezia,Genoa,X,2.25,3.47,3.14,2021
Venezia,Salernitana,2,1.98,3.42,3.99,2021
Inter,Juventus,X,2.07,3.53,3.54,2021
Roma,Napoli,X,2.93,3.39,2.42,2021
Fiorentina,Cagliari,1,1.58,4.0,5.9,2021
Verona,Lazio,1,2.97,3.39,2.38,2021
Atalanta,Udinese,X,1.39,5.04,7.64,2021
Bologna,Milan,2,3.41,3.41,2.16,2021
Sassuolo,Venezia,1,1.6,4.05,5.51,2021
Salernitana,Empoli,2,3.04,3.41,2.34,2021
Sampdoria,Spezia,1,1.75,3.9,4.48,2021
Torino,Genoa,1,1.73,3.7,4.98,2021
Venezia,Fiorentina,1,4.07,3.49,1.93,2021
Juventus,Roma,1,1.9,3.59,4.05,2021
Napoli,Torino,1,1.36,5.05,8.46,2021
Empoli,Atalanta,2,5.09,4.21,1.62,2021
Genoa,Sassuolo,X,3.07,3.42,2.31,2021
Udinese,Bologna,X,2.22,3.34,3.34,2021
Cagliari,Sampdoria,1,2.46,3.31,2.91,2021
Milan,Verona,1,1.57,4.19,5.81,2021
Lazio,Inter,1,3.21,3.33,2.28,2021
Spezia,Salernitana,1,2.1,3.33,3.66,2021
Atalanta,Milan,2,2.14,3.49,3.36,2021
Roma,Empoli,1,1.37,5.35,7.28,2021
Fiorentina,Napoli,2,3.84,3.54,1.96,2021
Sampdoria,Udinese,X,2.19,3.24,3.48,2021
Verona,Spezia,1,1.57,4.26,5.57,2021
Bologna,Lazio,1,3.1,3.42,2.29,2021
Sassuolo,Inter,2,4.81,4.34,1.64,2021
Torino,Juventus,2,4.39,3.33,1.91,2021
Salernitana,Genoa,1,2.74,3.13,2.73,2021
Cagliari,Venezia,X,1.78,3.6,4.67,2021
Venezia,Torino,X,3.51,3.27,2.17,2021
Napoli,Cagliari,1,1.24,6.41,11.87,2021
Lazio,Roma,1,2.44,3.35,2.95,2021
Empoli,Bologna,1,2.68,3.48,2.56,2021
Sassuolo,Salernitana,1,1.38,4.99,7.96,2021
Udinese,Fiorentina,2,2.99,3.19,2.48,2021
Juventus,Sampdoria,1,1.35,5.23,8.28,2021
Genoa,Verona,X,2.67,3.19,2.74,2021
Inter,Atalanta,X,1.9,3.73,3.87,2021
Spezia,Milan,2,5.82,4.16,1.57,2021
Roma,Udinese,1,1.46,4.49,6.9,2021
Sampdoria,Napoli,2,4.5,3.81,1.76,2021
Torino,Lazio,X,3.1,3.33,2.34,2021
Milan,Venezia,1,1.25,5.97,12.03,2021
Cagliari,Empoli,2,2.01,3.69,3.55,2021
Salernitana,Verona,X,3.83,3.22,2.09,2021
Spezia,Juventus,2,8.13,5.14,1.36,2021
Atalanta,Sassuolo,1,1.5,4.49,6.16,2021
Fiorentina,Inter,2,4.1,3.76,1.84,2021
Bologna,Genoa,X,1.84,3.53,4.42,2021
Udinese,Napoli,2,4.14,3.51,2.07,2021
Juventus,Milan,X,1.93,3.67,3.88,2021
Lazio,Cagliari,X,1.45,4.6,7.09,2021
Verona,Roma,1,3.35,3.51,2.14,2021
Venezia,Spezia,2,2.34,3.26,3.16,2021
Empoli,Sampdoria,2,2.62,3.42,2.65,2021
Salernitana,Atalanta,2,10.96,5.78,1.27,2021
Inter,Bologna,1,1.38,5.03,7.82,2021
Genoa,Fiorentina,2,3.39,3.31,2.2,2021
Sassuolo,Torino,2,1.77,3.91,4.37,2021
Bologna,Verona,1,2.17,3.47,3.3,2021
Roma,Sassuolo,1,1.6,4.41,5.04,2021
Milan,Lazio,1,2.27,3.41,3.17,2021
Cagliari,Genoa,2,2.05,3.41,3.71,2021
Spezia,Udinese,2,3.34,3.41,2.18,2021
Torino,Salernitana,1,1.68,3.79,5.12,2021
Sampdoria,Inter,X,5.26,4.03,1.63,2021
Atalanta,Fiorentina,2,1.6,4.09,5.47,2021
Napoli,Juventus,1,2.15,3.46,3.4,2021
Empoli,Venezia,2,1.68,3.98,4.83,2021
Milan,Cagliari,1,1.47,4.4,6.74,2021
Salernitana,Roma,2,7.11,4.4,1.46,2021
Genoa,Napoli,2,5.66,4.0,1.6,2021
Sassuolo,Sampdoria,X,2.11,3.54,3.41,2021
Fiorentina,Torino,1,1.9,3.66,3.91,2021
Juventus,Empoli,2,1.25,6.14,11.83,2021
Atalanta,Bologna,X,1.3,5.78,9.25,2021
Lazio,Spezia,1,1.31,5.43,9.41,2021
Verona,Inter,2,5.48,4.22,1.58,2021
Udinese,Venezia,1,1.75,3.59,4.95,2021
Sampdoria,Milan,2,3.6,3.43,2.08,2021
Cagliari,Spezia,X,1.81,3.57,4.56,2021
Roma,Fiorentina,1,1.62,4.16,5.13,2021
Napoli,Venezia,1,1.22,6.45,12.97,2021
Bologna,Salernitana,1,1.53,4.32,6.06,2021
Udinese,Juventus,X,6.9,4.08,1.51,2021
Empoli,Lazio,2,3.94,3.74,1.89,2021
Torino,Atalanta,2,6.08,4.4,1.51,2021
Inter,Genoa,1,1.29,5.47,10.8,2021
Verona,Sassuolo,2,2.57,3.39,2.72,2021
Spezia,Verona,2,2.8,2.79,2.92,2022
Milan,Verona,1,1.66,3.81,5.07,2022
Roma,Spezia,1,1.77,3.59,4.58,2022
Atalanta,Monza,1,1.5,4.56,5.71,2022
Lecce,Bologna,2,2.59,3.29,2.7,2022
Udinese,Juventus,2,5.0,4.01,1.64,2022
Napoli,Sampdoria,1,1.08,10.42,22.5,2022
Cremonese,Salernitana,1,2.63,3.41,2.58,2022
Empoli,Lazio,2,3.91,3.73,1.85,2022
Torino,Inter,2,2.53,3.41,2.69,2022
Sassuolo,Fiorentina,2,2.52,3.56,2.59,2022
Juventus,Milan,2,2.45,3.21,2.94,2022
Lazio,Cremonese,1,1.21,6.59,12.03,2022
Bologna,Napoli,X,3.84,3.43,1.97,2022
Monza,Lecce,2,2.24,3.19,3.35,2022
Verona,Empoli,X,1.88,3.55,4.04,2022
Inter,Atalanta,1,1.84,3.67,4.09,2022
Fiorentina,Roma,1,2.23,3.24,3.29,2022
Salernitana,Udinese,1,2.81,3.27,2.51,2022
Spezia,Torino,2,2.55,3.02,2.95,2022
Sampdoria,Sassuolo,X,3.85,3.88,1.83,2022
Empoli,Juventus,1,4.91,3.56,1.76,2022
Roma,Salernitana,X,1.53,3.96,6.63,2022
Udinese,Lazio,2,3.78,3.5,1.99,2022
Napoli,Inter,1,2.0,3.56,3.72,2022
Torino,Fiorentina,X,2.12,3.19,3.75,2022
Lecce,Spezia,X,2.03,3.2,4.05,2022
Milan,Sampdoria,1,1.14,8.46,17.78,2022
Atalanta,Verona,1,1.45,4.62,6.98,2022
Cremonese,Bologna,2,3.77,3.49,2.0,2022
Sassuolo,Monza,2,2.12,3.56,3.33,2022
Sampdoria,Empoli,X,3.56,3.34,2.12,2022
Juventus,Cremonese,1,1.35,4.89,9.46,2022
Bologna,Roma,X,2.58,3.08,2.95,2022
Fiorentina,Udinese,1,1.83,3.66,4.33,2022
Monza,Napoli,1,3.26,3.35,2.23,2022
Verona,Torino,2,2.57,3.03,3.01,2022
Inter,Sassuolo,1,1.45,4.74,6.46,2022
Spezia,Milan,1,4.36,3.48,1.87,2022
Salernitana,Atalanta,1,4.76,4.16,1.67,2022
Lazio,Lecce,X,1.65,3.66,5.85,2022
Sassuolo,Bologna,X,2.46,3.39,2.84,2022
Empoli,Salernitana,1,2.22,2.84,3.96,2022
Udinese,Sampdoria,1,1.49,4.41,6.52,2022
Lecce,Verona,2,2.11,3.04,3.99,2022
Napoli,Fiorentina,1,1.83,3.63,4.38,2022
Torino,Monza,X,2.04,3.26,3.93,2022
Atalanta,Juventus,2,2.38,3.33,3.02,2022
Cremonese,Spezia,1,2.49,3.29,2.87,2022
Roma,Inter,2,3.23,3.09,2.39,2022
Milan,Lazio,1,1.86,3.47,4.44,2022
Empoli,Bologna,1,2.75,3.04,2.79,2022
Udinese,Napoli,X,6.03,3.86,1.6,2022
Milan,Cremonese,X,1.34,5.03,9.67,2022
Lazio,Sassuolo,1,1.66,4.04,5.06,2022
Monza,Roma,X,3.93,3.16,2.09,2022
Verona,Inter,2,5.78,3.92,1.61,2022
Atalanta,Spezia,1,1.37,5.18,7.79,2022
Juventus,Lecce,1,1.55,3.79,7.09,2022
Salernitana,Fiorentina,X,4.35,3.76,1.8,2022
Sampdoria,Torino,2,4.73,3.41,1.82,2022
Bologna,Juventus,X,3.61,3.07,2.24,2022
Fiorentina,Sampdoria,1,1.34,5.24,8.62,2022
Cremonese,Verona,X,3.26,3.12,2.36,2022
Napoli,Salernitana,X,1.19,7.07,14.25,2022
Sassuolo,Empoli,1,2.07,3.43,3.62,2022
Inter,Lazio,1,1.82,3.5,4.68,2022
Torino,Atalanta,2,3.32,3.18,2.3,2022
Roma,Milan,X,2.76,2.89,2.93,2022
Spezia,Monza,2,2.75,3.21,2.66,2022
Lecce,Udinese,1,2.2,3.06,3.69,2022
Atalanta,Roma,1,2.43,3.17,3.1,2022
Juventus,Napoli,2,3.08,3.0,2.56,2022
Milan,Lecce,1,1.54,3.92,6.8,2022
Monza,Fiorentina,1,3.56,3.3,2.15,2022
Udinese,Cremonese,1,1.73,3.76,4.88,2022
Empoli,Inter,2,5.87,4.0,1.59,2022
Sampdoria,Spezia,X,2.75,3.19,2.69,2022
Lazio,Torino,2,1.91,3.21,4.63,2022
Salernitana,Sassuolo,1,3.2,3.51,2.2,2022
Verona,Bologna,1,2.76,2.92,2.9,2022
Fiorentina,Atalanta,X,2.35,3.39,3.03,2022
Roma,Udinese,1,1.88,3.24,4.8,2022
Sassuolo,Juventus,1,3.37,3.41,2.17,2022
Torino,Salernitana,X,1.62,3.74,5.97,2022
Lecce,Sampdoria,X,1.75,3.42,5.35,2022
Inter,Monza,2,1.43,4.48,7.64,2022
Napoli,Verona,X,1.49,4.18,7.19,2022
Bologna,Milan,X,2.85,2.98,2.75,2022
Spezia,Lazio,2,4.75,3.5,1.81,2022
Cremonese,Empoli,1,2.26,3.31,3.28,2022
Lazio,Juventus,1,2.87,2.87,2.84,2022
Torino,Roma,2,3.39,2.85,2.47,2022
Verona,Sassuolo,1,2.43,3.27,2.99,2022
Atalanta,Bologna,2,1.65,3.86,5.39,2022
Sampdoria,Cremonese,2,2.27,3.24,3.32,2022
Fiorentina,Spezia,X,1.41,4.71,7.75,2022
Udinese,Monza,X,1.92,3.42,4.2,2022
Milan,Empoli,X,1.38,4.74,8.9,2022
Lecce,Napoli,2,6.01,3.55,1.66,2022
Salernitana,Inter,X,6.47,4.27,1.51,2022
Sassuolo,Torino,X,2.47,3.24,2.97,2022
Empoli,Lecce,1,2.67,2.91,3.0,2022
Napoli,Milan,2,1.97,3.32,4.14,2022
Roma,Sampdoria,1,1.34,4.85,10.2,2022
Monza,Lazio,2,3.77,3.23,2.11,2022
Spezia,Salernitana,X,2.41,3.11,3.17,2022
Bologna,Udinese,1,2.22,3.26,3.4,2022
Juventus,Verona,1,1.55,3.8,7.0,2022
Inter,Fiorentina,2,1.82,3.55,4.52,2022
Cremonese,Atalanta,2,6.05,4.03,1.57,2022
Inter,Juventus,2,2.04,3.25,3.95,2022
Lazio,Roma,1,3.09,2.77,2.73,2022
Fiorentina,Lecce,1,1.59,3.77,6.19,2022
Torino,Napoli,2,4.9,3.44,1.79,2022
Sampdoria,Verona,1,2.94,3.03,2.59,2022
Udinese,Milan,1,3.65,3.32,2.1,2022
Salernitana,Bologna,X,3.44,3.15,2.25,2022
Monza,Cremonese,X,1.94,3.36,4.16,2022
Atalanta,Empoli,1,1.41,4.87,7.4,2022
Sassuolo,Spezia,1,1.75,3.82,4.57,2022
Milan,Salernitana,X,1.25,5.96,12.44,2022
Juventus,Sampdoria,1,1.34,4.83,10.18,2022
Roma,Sassuolo,2,1.71,3.61,5.34,2022
Cremonese,Fiorentina,2,4.77,3.71,1.75,2022
Verona,Monza,X,2.52,3.1,3.01,2022
Lecce,Torino,2,2.83,2.81,2.93,2022
Bologna,Lazio,X,3.29,2.91,2.48,2022
Napoli,Atalanta,1,1.67,3.85,5.18,2022
Empoli,Udinese,2,3.02,3.3,2.4,2022
Spezia,Inter,1,7.98,4.65,1.41,2022
Torino,Bologna,1,2.33,2.93,3.57,2022
Sassuolo,Cremonese,1,1.88,3.49,4.27,2022
Roma,Juventus,1,2.91,2.85,2.78,2022
Inter,Lecce,1,1.39,4.68,8.74,2022
Sampdoria,Salernitana,X,2.29,3.17,3.36,2022
Spezia,Verona,X,2.49,3.06,3.12,2022
Fiorentina,Milan,1,2.74,3.16,2.72,2022
Atalanta,Udinese,X,1.7,3.94,4.79,2022
Monza,Empoli,1,1.97,3.38,4.05,2022
Napoli,Lazio,2,1.63,3.85,5.71,2022
Juventus,Torino,1,1.72,3.44,5.65,2022
Cremonese,Roma,1,5.33,3.44,1.74,2022
Lazio,Sampdoria,1,1.4,4.44,9.27,2022
Verona,Fiorentina,2,3.46,3.19,2.23,2022
Milan,Atalanta,1,2.21,3.29,3.37,2022
Udinese,Spezia,X,1.76,3.67,4.76,2022
Salernitana,Monza,1,3.68,3.33,2.07,2022
Bologna,Inter,1,4.95,3.76,1.71,2022
Lecce,Sassuolo,2,2.55,3.07,3.01,2022
Empoli,Napoli,2,7.1,4.59,1.44,2022
Torino,Cremonese,X,1.67,3.57,5.74,2022
Roma,Verona,1,1.75,3.37,5.4,2022
Spezia,Juventus,2,5.51,3.8,1.65,2022
Fiorentina,Empoli,X,1.64,3.91,5.35,2022
Salernitana,Lazio,2,4.92,3.59,1.75,2022
Atalanta,Lecce,2,1.45,4.32,7.54,2022
Inter,Udinese,1,1.43,4.61,7.36,2022
Monza,Milan,2,3.52,3.28,2.17,2022
Sampdoria,Bologna,2,3.42,3.17,2.25,2022
Sassuolo,Napoli,2,5.36,3.97,1.62,2022
Sampdoria,Inter,X,9.25,4.73,1.37,2022
Verona,Salernitana,1,1.76,3.55,4.98,2022
Napoli,Cremonese,1,1.18,6.88,16.55,2022
Juventus,Fiorentina,1,1.75,3.53,5.12,2022
Bologna,Monza,2,2.35,3.14,3.24,2022
Udinese,Sassuolo,X,2.01,3.45,3.72,2022
Lazio,Atalanta,2,2.23,3.23,3.4,2022
Lecce,Roma,X,4.14,3.12,2.04,2022
Empoli,Spezia,X,2.0,3.38,3.84,2022
Milan,Torino,1,1.73,3.55,5.13,2022
Salernitana,Juventus,2,6.67,4.17,1.51,2022
Monza,Sampdoria,X,1.8,3.44,4.85,2022
Verona,Lazio,X,4.24,3.38,1.92,2022
Inter,Milan,1,1.97,3.3,4.19,2022
Fiorentina,Bologna,2,1.81,3.57,4.54,2022
Torino,Udinese,1,2.44,3.1,3.13,2022
Spezia,Napoli,2,8.1,4.92,1.38,2022
Sassuolo,Atalanta,1,3.84,3.77,1.9,2022
Roma,Empoli,1,1.49,4.21,6.89,2022
Cremonese,Lecce,2,2.69,3.01,2.86,2022
Udinese,Verona,X,1.91,3.38,4.31,2022
Napoli,Roma,1,1.75,3.55,5.03,2022
Lazio,Fiorentina,X,2.0,3.32,3.99,2022
Juventus,Monza,2,1.61,3.84,5.79,2022
Milan,Sassuolo,2,1.45,4.61,6.68,2022
Atalanta,Sampdoria,1,1.31,5.38,9.52,2022
Cremonese,Inter,2,7.75,4.56,1.42,2022
Empoli,Torino,X,3.11,3.03,2.5,2022
Lecce,Salernitana,2,1.8,3.49,4.72,2022
Bologna,Spezia,1,1.87,3.37,4.52,2022
Lazio,Milan,1,2.82,3.22,2.58,2022
Inter,Empoli,2,1.27,5.76,11.16,2022
Bologna,Cremonese,X,1.77,3.43,5.12,2022
Juventus,Atalanta,X,2.16,3.28,3.49,2022
Spezia,Roma,2,5.29,3.45,1.75,2022
Monza,Sassuolo,X,2.14,3.38,3.43,2022
Sampdoria,Udinese,2,3.28,3.25,2.27,2022
Fiorentina,Torino,2,1.86,3.39,4.53,2022
Salernitana,Napoli,2,9.37,5.48,1.31,2022
Verona,Lecce,1,2.23,3.02,3.66,2022
Empoli,Sampdoria,1,2.09,3.21,3.81,2022
Roma,Fiorentina,1,2.13,3.26,3.65,2022
Atalanta,Salernitana,1,1.32,5.34,9.35,2022
Torino,Spezia,2,1.74,3.55,5.06,2022
Udinese,Bologna,2,1.89,3.39,4.32,2022
Sassuolo,Lazio,2,3.62,3.74,1.97,2022
Inter,Verona,1,1.34,5.25,8.68,2022
Lecce,Milan,X,5.03,3.7,1.72,2022
Cremonese,Monza,2,2.75,3.09,2.74,2022
Napoli,Juventus,1,2.04,3.32,3.83,2022
Bologna,Atalanta,2,3.42,3.29,2.2,2022
Verona,Cremonese,1,2.24,3.19,3.43,2022
Milan,Roma,X,1.84,3.59,4.34,2022
Sampdoria,Napoli,2,7.19,4.41,1.45,2022
Lazio,Empoli,X,1.5,4.29,6.42,2022
Spezia,Lecce,X,2.35,3.09,3.28,2022
Salernitana,Torino,X,3.76,3.27,2.08,2022
Monza,Inter,X,5.8,4.16,1.57,2022
Juventus,Udinese,1,1.72,3.67,5.05,2022
Fiorentina,Sassuolo,1,1.79,3.86,4.28,2022
Inter,Napoli,1,2.38,3.3,3.05,2022
Udinese,Empoli,X,1.68,3.85,5.11,2022
Cremonese,Juventus,2,4.76,3.52,1.79,2022
Fiorentina,Monza,X,1.81,3.66,4.45,2022
Roma,Bologna,1,1.67,3.68,5.57,2022
Lecce,Lazio,1,3.74,3.27,2.09,2022
Spezia,Atalanta,X,4.68,3.86,1.74,2022
Torino,Verona,X,1.63,3.75,5.95,2022
Salernitana,Milan,2,8.22,4.8,1.39,2022
Sassuolo,Sampdoria,2,1.73,3.79,4.85,2022
Juventus,Lazio,1,1.87,3.33,4.53,2022
Milan,Fiorentina,1,1.65,3.89,5.23,2022
Roma,Torino,X,1.82,3.29,4.96,2022
Monza,Salernitana,1,1.98,3.34,4.01,2022
Verona,Spezia,2,1.99,3.53,3.76,2022
Atalanta,Inter,2,2.94,3.54,2.33,2022
Bologna,Sassuolo,1,2.27,3.29,3.23,2022
Sampdoria,Lecce,2,2.92,2.8,2.81,2022
Napoli,Udinese,1,1.48,4.63,6.21,2022
Empoli,Cremonese,1,2.49,3.27,2.88,2022
Lazio,Monza,1,1.68,3.74,5.14,2022
Verona,Juventus,2,5.83,3.86,1.61,2022
Fiorentina,Salernitana,1,1.53,4.24,6.16,2022
Inter,Bologna,1,1.38,5.09,7.5,2022
Torino,Sampdoria,1,1.66,3.48,6.12,2022
Lecce,Atalanta,1,3.43,3.18,2.23,2022
Sassuolo,Roma,X,3.37,3.51,2.13,2022
Cremonese,Milan,X,6.35,4.06,1.55,2022
Napoli,Empoli,1,1.27,6.12,9.83,2022
Spezia,Udinese,X,3.79,3.51,1.99,2022
Juventus,Inter,1,3.06,3.23,2.41,2022
Roma,Lazio,2,2.12,3.26,3.65,2022
Monza,Verona,1,2.15,3.39,3.39,2022
Sampdoria,Fiorentina,2,4.29,3.45,1.87,2022
Bologna,Torino,1,2.98,3.06,2.55,2022
Milan,Spezia,1,1.22,6.49,12.57,2022
Atalanta,Napoli,2,3.2,3.51,2.21,2022
Empoli,Sassuolo,1,3.16,3.49,2.22,2022
Salernitana,Cremonese,X,2.19,3.41,3.29,2022
Udinese,Lecce,X,1.63,3.77,5.7,2022
Monza,Bologna,2,2.32,3.17,3.26,2022
Verona,Roma,2,4.27,3.54,1.86,2022
Torino,Milan,1,3.82,3.27,2.06,2022
Lazio,Salernitana,2,1.48,4.37,6.66,2022
Cremonese,Udinese,X,3.86,3.66,1.91,2022
Spezia,Fiorentina,2,4.16,3.53,1.88,2022
Empoli,Atalanta,2,4.58,3.82,1.74,2022
Inter,Sampdoria,1,1.21,6.69,13.8,2022
Lecce,Juventus,2,3.82,3.2,2.09,2022
Napoli,Sassuolo,1,1.26,6.24,9.93,2022
Sassuolo,Verona,1,2.23,3.52,3.13,2022
Cremonese,Sampdoria,2,2.19,3.27,3.46,2022
Roma,Napoli,2,3.14,3.35,2.3,2022
Atalanta,Lazio,2,2.01,3.54,3.65,2022
Bologna,Lecce,1,2.19,3.11,3.65,2022
Udinese,Torino,2,1.95,3.31,4.19,2022
Fiorentina,Inter,2,3.31,3.38,2.2,2022
Milan,Monza,1,1.45,4.45,7.2,2022
Salernitana,Spezia,1,2.14,3.31,3.53,2022
Juventus,Empoli,1,1.36,5.04,8.22,2022
Lecce,Fiorentina,X,3.7,3.23,2.1,2022
Sampdoria,Roma,2,5.3,3.75,1.68,2022
Verona,Milan,2,6.49,4.18,1.51,2022
Napoli,Bologna,1,1.25,5.96,11.81,2022
Lazio,Udinese,X,2.3,3.54,2.99,2022
Spezia,Cremonese,X,2.43,3.2,3.02,2022
Inter,Salernitana,1,1.28,6.09,9.39,2022
Atalanta,Sassuolo,1,1.64,3.94,5.23,2022
Torino,Juventus,2,3.0,2.97,2.61,2022
Empoli,Monza,1,2.7,3.26,2.66,2022
Fiorentina,Lazio,2,2.36,3.41,2.98,2022
Roma,Lecce,1,1.46,4.37,7.29,2022
Cremonese,Napoli,2,6.79,4.65,1.45,2022
Monza,Spezia,1,1.94,3.5,3.97,2022
Salernitana,Verona,1,2.54,3.29,2.81,2022
Udinese,Atalanta,X,2.44,3.36,2.89,2022
Torino,Empoli,X,1.67,3.85,5.19,2022
Bologna,Sampdoria,X,2.11,3.28,3.65,2022
Milan,Juventus,1,2.13,3.26,3.63,2022
Sassuolo,Inter,2,4.2,4.05,1.76,2022
Verona,Udinese,2,3.43,3.43,2.13,2022
Juventus,Bologna,1,1.5,4.15,6.9,2022
Atalanta,Fiorentina,1,2.08,3.4,3.6,2022
Lecce,Cremonese,X,2.04,3.36,3.78,2022
Sampdoria,Monza,2,2.46,3.18,3.0,2022
Sassuolo,Salernitana,1,2.07,3.56,3.47,2022
Lazio,Spezia,1,1.42,4.9,6.98,2022
Empoli,Milan,2,5.62,4.15,1.58,2022
Inter,Roma,2,2.07,3.41,3.64,2022
Napoli,Torino,1,1.61,3.86,5.67,2022
Milan,Napoli,2,2.3,3.17,3.31,2022
Roma,Atalanta,2,2.12,3.4,3.49,2022
Cremonese,Lazio,2,4.02,3.73,1.86,2022
Fiorentina,Verona,1,1.83,3.61,4.34,2022
Monza,Juventus,1,4.18,3.74,1.82,2022
Udinese,Inter,1,3.72,3.61,1.97,2022
Torino,Sassuolo,2,1.82,3.53,4.54,2022
Spezia,Sampdoria,1,2.62,3.16,2.82,2022
Bologna,Empoli,2,2.14,3.43,3.41,2022
Salernitana,Lecce,2,2.21,3.23,3.4,2022
Empoli,Roma,2,5.0,3.77,1.7,2022
Juventus,Salernitana,X,1.51,4.08,6.73,2022
Lazio,Verona,1,1.61,4.15,5.19,2022
Bologna,Fiorentina,1,3.33,3.32,2.22,2022
Lecce,Monza,X,2.48,3.2,2.96,2022
Sassuolo,Udinese,2,2.66,3.42,2.61,2022
Atalanta,Cremonese,X,1.37,5.16,8.02,2022
Sampdoria,Milan,2,6.65,4.32,1.49,2022
Inter,Torino,1,1.54,4.33,5.83,2022
Napoli,Spezia,1,1.28,5.99,9.42,2022
Torino,Lecce,1,1.69,3.66,5.3,2022
Monza,Atalanta,2,4.3,3.84,1.79,2022
Salernitana,Empoli,X,2.3,3.33,3.12,2022
Udinese,Roma,1,3.93,3.35,2.0,2022
Verona,Sampdoria,1,2.23,3.32,3.3,2022
Spezia,Bologna,X,3.12,3.18,2.38,2022
Cremonese,Sassuolo,X,2.69,3.47,2.55,2022
Lazio,Napoli,2,2.75,3.42,2.52,2022
Milan,Inter,1,2.72,3.13,2.73,2022
Fiorentina,Juventus,X,3.04,3.09,2.5,2022
Atalanta,Torino,1,1.87,3.63,4.14,2022
Bologna,Salernitana,X,2.1,3.35,3.57,2022
Juventus,Spezia,1,1.29,5.59,10.76,2022
Napoli,Lecce,X,1.27,5.92,10.7,2022
Empoli,Verona,X,2.71,3.26,2.65,2022
Sampdoria,Lazio,X,4.1,3.64,1.87,2022
Udinese,Fiorentina,1,2.31,3.39,3.05,2022
Roma,Monza,1,1.32,5.42,9.02,2022
Inter,Cremonese,1,1.16,8.06,15.6,2022
Sassuolo,Milan,X,5.06,4.14,1.63,2022
Fiorentina,Napoli,X,3.27,3.51,2.17,2022
Lecce,Empoli,X,2.25,3.32,3.23,2022
Salernitana,Sampdoria,1,2.45,3.12,3.08,2022
Verona,Atalanta,2,3.85,3.83,1.88,2022
Milan,Bologna,1,1.33,5.39,8.5,2022
Spezia,Sassuolo,X,3.16,3.51,2.21,2022
Cremonese,Torino,2,3.58,3.34,2.1,2022
Juventus,Roma,X,2.47,3.06,3.11,2022
Lazio,Inter,1,4.02,3.72,1.86,2022
Monza,Udinese,2,3.02,3.42,2.32,2022
Sampdoria,Juventus,X,5.33,3.82,1.65,2022
Roma,Cremonese,1,1.23,6.4,11.58,2022
Atalanta,Milan,X,2.85,3.44,2.42,2022
Bologna,Verona,X,2.08,3.39,3.6,2022
Empoli,Fiorentina,X,3.2,3.59,2.16,2022
Napoli,Monza,1,1.29,5.86,9.49,2022
Inter,Spezia,1,1.14,8.4,17.7,2022
Sassuolo,Lecce,1,1.82,3.97,3.92,2022
Torino,Lazio,X,2.87,3.3,2.49,2022
Udinese,Salernitana,X,1.67,3.94,4.95,2022
Juventus,Sassuolo,1,1.48,4.65,6.07,2022
Verona,Napoli,2,3.75,3.56,1.97,2022
Salernitana,Roma,2,6.69,4.53,1.46,2022
Spezia,Empoli,1,2.43,3.34,2.9,2022
Fiorentina,Cremonese,1,1.58,4.24,5.41,2022
Lazio,Bologna,1,1.68,3.96,4.81,2022
Lecce,Inter,2,8.68,5.34,1.33,2022
Monza,Torino,2,2.58,3.13,2.89,2022
Milan,Udinese,1,1.46,4.57,6.7,2022
Sampdoria,Atalanta,2,5.24,3.96,1.64,2022
Atalanta,Parma,2,1.84,3.67,4.07,2024
Empoli,Verona,2,1.93,2.93,4.95,2024
Lazio,Lecce,2,1.43,4.4,7.46,2024
Torino,Roma,2,5.45,4.29,1.55,2024
Udinese,Fiorentina,2,3.0,3.32,2.35,2024
Venezia,Juventus,2,6.41,4.69,1.45,2024
Milan,Monza,1,1.24,6.7,10.23,2024
Bologna,Genoa,2,1.48,4.23,6.76,2024
Como,Inter,2,4.32,4.04,1.73,2024
Napoli,Cagliari,1,1.18,7.19,14.17,2024
Roma,Milan,1,2.15,3.52,3.22,2024
Cagliari,Venezia,1,2.72,2.89,2.88,2024
Fiorentina,Bologna,1,2.97,3.02,2.54,2024
Inter,Lazio,X,1.65,3.96,4.99,2024
Juventus,Udinese,1,1.38,4.76,8.13,2024
Lecce,Torino,1,2.04,3.09,4.0,2024
Monza,Empoli,2,5.09,3.5,1.73,2024
Parma,Napoli,X,7.02,4.3,1.46,2024
Verona,Como,X,3.25,3.03,2.36,2024
Genoa,Atalanta,2,3.24,3.3,2.23,2024
Atalanta,Roma,1,2.01,3.43,3.68,2024
Venezia,Fiorentina,1,2.68,3.06,2.8,2024
Napoli,Genoa,X,1.28,5.29,11.33,2024
Torino,Inter,2,5.13,3.65,1.7,2024
Verona,Lecce,X,2.47,2.79,3.35,2024
Udinese,Monza,2,1.59,3.97,5.62,2024
Empoli,Parma,1,2.31,3.02,3.39,2024
Lazio,Juventus,X,2.36,3.04,3.22,2024
Como,Cagliari,1,1.75,3.71,4.54,2024
Milan,Bologna,1,2.22,3.33,3.22,2024
